item_id,units_sold,revenue,sale_date
I12543,516,2.331449645E7,2030-01-01
I18400,-695,4.078238297E7,2025-10-31
I21800,1013,3.523387761E7,2030-01-01
I24050,1616,4.311463866E7,
I26851,1149,1.3282062948E8,2030-01-01
I32527,-1261,1.6983842954E8,2025-10-05
I34895,719,8.602891225E7,2030-01-01
I35908,1131,4.379405774E7,2030-01-01
I42105,-1319,4.588475668E7,2025-09-24
I42829,-369,1552380.74,2025-09-17
I43978,670,1.732178336E7,2030-01-01
I53910,1789,0.0,
I59819,757,9.540023147E7,
I60521,841,3.896655914E7,
I63694,789,6.871401158E7,2030-01-01
I63853,259,1.368874977E7,2030-01-01
I65893,1463,1.0373868679E8,2030-01-01
I66142,1066,3.285442386E7,
I66539,402,1084074.39,2030-01-01
I71418,1663,9.549554844E7,2030-01-01
I75338,636,0.0,
I77113,1752,1.7165250509E8,
I83342,1938,9.506158889E7,
I88576,-974,5.604226835E7,2025-09-12
I97696,223,3.276089312E7,2030-01-01
I98887,-1081,9.541198053E7,2025-09-13
I99717,-1871,2.3956110285E8,2025-09-12
I102375,-1093,8.383835468E7,2025-10-04
I107098,-446,9565435.97,2025-10-03
I108545,-1944,2.290588598E8,2025-10-18
I109740,1719,7.86992938E7,
I110349,-591,7.176115851E7,2025-10-23
I115357,331,2.506911173E7,2030-01-01
I18315,1322,1.282682243E8,2030-01-01
I17855,1400,1.9975426691E8,
I23495,687,1.0227900345E8,
I23725,1298,1.9437650308E8,2030-01-01
I23759,66,5343646.56,
I29692,-813,1.1278316643E8,2025-09-01
I30390,-758,4.035421584E7,2025-09-04
I31982,1694,5.637062834E7,2030-01-01
I45675,657,7.369014191E7,
I47790,929,1.041307738E7,
I52763,-1788,2.821925643E7,2025-10-12
I55295,-1262,1.687569311E7,2025-10-19
I59480,581,7.846810018E7,2030-01-01
I59865,-1430,3.38658156E7,2025-09-22
I60424,229,2.620558191E7,
I63069,805,1.1206209591E8,2030-01-01
I64573,1565,1.444151766E7,
I67466,1930,2.6103970519E8,
I69857,-1883,1.8978452457E8,2025-09-21
I73051,818,1.1552277821E8,2030-01-01
I76609,-1578,4.761769176E7,2025-10-25
I89634,-1583,1.7400227682E8,2025-10-11
I99737,-1639,1.4505876674E8,2025-09-13
I100511,383,3.977203987E7,
I103603,753,1.1012044683E8,2030-01-01
I104874,-1797,1.1072578081E8,2025-10-20
I105728,-581,2.570473004E7,2025-10-22
I106843,496,4.842544788E7,
I112786,896,3.615204577E7,
I113316,-820,1.458699197E7,2025-10-02
I117857,1821,7.143450214E7,
I118194,422,3.809139539E7,2030-01-01
I121520,1028,6.406452867E7,2030-01-01
I125616,1703,4.752753043E7,
I125648,1516,2.200863269E7,
I126601,-1271,6937561.33,2025-09-26
I21928,-372,2.017198296E7,2030-01-01
I12073,1667,2.02675846E7,
I13759,331,8493984.59,
I15004,1949,9.802933091E7,
I23299,-1095,3.630057258E7,2025-10-14
I32764,-1670,1.4586111425E8,2025-10-04
I34535,1664,2.1649692692E8,
I37440,507,4739902.18,2030-01-01
I40726,1227,2249707.42,
I40736,-462,2951319.72,2025-10-06
I45805,-678,5.065884695E7,2025-09-11
I51612,-193,1.676025731E7,2025-10-19
I57758,-1993,8.308832998E7,2025-09-16
I60700,1386,1.5813286501E8,
I63992,298,3.812649258E7,
I64015,-492,1.017306148E7,2025-09-13
I66636,-98,7432660.84,2025-09-07
I70531,260,1.454645174E7,
I71696,761,8.484178744E7,2030-01-01
I79038,1994,9.329025706E7,
I84982,904,6.384099488E7,
I93241,-1349,8.880325596E7,2025-09-14
I95167,106,3198115.57,2030-01-01
I96896,1642,1.1162265229E8,
I101445,-683,9.362290212E7,2025-10-17
I106139,1130,1.3950780712E8,
I112949,-1756,4.991061331E7,2025-10-02
I115037,-504,5.986196113E7,2025-10-12
I117928,-1559,1.2342711984E8,2025-10-06
I10355,-658,1.655690218E7,2025-10-21
I10564,291,1.087992423E7,2030-01-01
I13988,-1303,1.139707979E7,2025-10-06
I15346,1414,1.933239423E8,2030-01-01
I20676,-427,4.256410748E7,2025-09-29
I11030,1379,3.600003973E7,
I31696,-1388,1.5270911916E8,2025-09-02
I34346,1150,4.311843599E7,2030-01-01
I41793,486,1.444979154E7,
I43943,1631,6.970110774E7,2030-01-01
I47521,440,4.993724168E7,2030-01-01
I49722,-879,8.381379059E7,2025-09-15
I59027,556,1.329234944E7,2030-01-01
I64436,-1900,4.130302098E7,2025-10-04
I66160,-990,1.3121224328E8,2025-10-31
I69457,-1945,1.8585720934E8,2025-09-16
I70640,1922,3.29901948E7,
I88256,1018,8.988389506E7,
I91471,1518,5.745660668E7,2030-01-01
I93752,1896,2.2909164372E8,2030-01-01
I96339,1943,1.5088381012E8,
I97928,-1114,4.011748087E7,2025-10-13
I98913,-1135,1.4684063507E8,2025-10-20
I100106,1423,1.333030732E7,
I102768,1643,9.392984193E7,2030-01-01
I103297,441,2.0990124E7,
I103709,742,8.680014665E7,2030-01-01
I106871,977,5.41278985E7,
I109970,117,9936572.91,2030-01-01
I122134,-519,5.898113327E7,2025-10-11
I122717,647,8987241.72,2030-01-01
I125028,-1560,1.418398635E7,2025-09-06
I125149,369,1.509435497E7,2030-01-01
I10266,-1831,2.4737113931E8,2025-10-17
I10891,-1296,1.4814370277E8,2025-10-20
I10784,682,2.513499104E7,
,1613,1.0196600677E8,2025-10-19
I25271,1136,9.373717242E7,
I25368,447,4.387648593E7,2030-01-01
I28394,-1788,5.665861432E7,2025-09-13
I30068,925,1.626384389E7,
I32481,-1911,1.351800568E7,2025-10-29
I34461,1431,6.363554927E7,2030-01-01
I42887,1189,1.412605285E7,
I43687,167,2.434667295E7,2030-01-01
I43896,1948,2.2158260254E8,2030-01-01
I50148,-54,2336360.75,2025-09-17
I58701,1265,7.297915718E7,
I59019,-421,8976223.83,2025-10-03
I61683,902,2.970208472E7,2030-01-01
I67448,1310,7.303652779E7,
I74254,-1286,1.3597588167E8,2025-10-15
I77179,986,5.774038057E7,
I85009,999,8.803706411E7,2030-01-01
I89565,1414,9.746802231E7,
I96098,-1071,1.4710607363E8,2025-10-27
I98568,1562,1.8323546343E8,
I99107,302,0.0,
I100148,-419,5.805093647E7,2025-10-25
I106115,184,7119619.16,2030-01-01
I111289,-1608,3.673137478E7,2025-09-05
I124802,891,4.673408699E7,2030-01-01
I125045,-1205,1.772979281E7,2025-09-11
I125674,595,1.6582142E7,
I126157,382,3.640805231E7,2030-01-01
I127210,1605,1.6321279094E8,2030-01-01
I128016,-683,6.679996127E7,2025-10-21
I16045,-1110,8.333145942E7,2025-10-30
I19325,-1710,1.7050835273E8,2025-09-06
I21948,491,4.42638537E7,2030-01-01
,1482,1.2234731868E8,2025-09-15
I12638,547,5.769291009E7,
I22199,1436,1.5145185262E8,
I33060,1969,2.1812147E7,
I33665,473,6.675273455E7,2030-01-01
I37878,-1866,3.1586063E7,2025-09-23
I44202,1018,1.1572649836E8,
I49114,-1446,1.829990452E8,2025-10-04
I53517,582,4.947887968E7,2030-01-01
I54105,1887,1.3664683964E8,
I54673,1377,8.132057581E7,2030-01-01
I55064,1033,8.497421899E7,
I56633,492,6.099540802E7,2030-01-01
I57375,-1980,2.1169961081E8,2025-09-25
I57595,-1511,2.138076889E7,2025-10-25
I75705,603,6.261665806E7,
I79373,1516,1.130522568E7,
I90178,-525,3.99110388E7,2025-09-20
I93707,-1082,1.927592013E7,2025-10-23
I98929,-852,0.0,2025-09-02
I107585,183,1.495906322E7,
I113900,-378,5.370249273E7,2025-10-02
I117691,664,8.538848201E7,2030-01-01
I118173,791,3.797662519E7,
I118885,569,2.036144277E7,
I119387,-1326,1.2578429967E8,2025-10-06
I122566,-949,1.1486724246E8,2025-10-16
I123358,340,1.84071264E7,2030-01-01
I125122,-1849,1.2313847038E8,2025-10-29
I10100,-156,2.242598635E7,2025-10-02
I11105,-907,1.540695351E7,2025-10-14
I19758,-1426,1.3613760467E8,2025-10-09
I15912,1032,7.585255952E7,
I20867,1422,1.3543140017E8,
I22113,1240,1.275913893E8,
I30419,1544,1.8909806678E8,2030-01-01
I36206,-158,7423696.17,2025-10-26
I43327,396,5.489014046E7,2030-01-01
I47858,1966,0.0,
I49460,1077,3.32751318E7,2030-01-01
I60919,-1639,1.2907622398E8,2025-09-30
I62427,1995,1.8446199984E8,2030-01-01
I63100,-183,9381581.9,2025-09-27
I75979,-1600,1.7847970359E8,2025-10-28
I76890,-1674,1.5962965733E8,2025-10-07
I81076,-1541,1.1703573961E8,2025-10-08
I82017,-1632,1.013996534E7,2025-10-06
I85740,1067,7.067064846E7,
I91497,1555,3.142284361E7,2030-01-01
I92886,-1863,2.2149326701E8,2025-10-23
I93735,-1263,9874987.83,2025-09-12
I97516,1366,7.422072008E7,2030-01-01
I102285,266,2.035041651E7,
I113202,1903,2.3224300035E8,
I115932,1730,2.2716158362E8,2030-01-01
I121901,1402,6.756655669E7,2030-01-01
I125600,-954,1.1725416367E8,2025-10-02
I14566,-585,2.193340987E7,2025-09-18
I16601,-1153,5.002090447E7,2025-09-03
I17113,846,7.820878265E7,2030-01-01
I16186,811,2.603298702E7,
I25178,524,1.368123634E7,
I27281,184,1.34882379E7,
I27776,-1833,1.5513677231E8,2025-10-28
I28216,756,3.479937536E7,2030-01-01
I33085,-738,5.204957575E7,2025-09-27
I33565,-166,2.067932023E7,2025-10-13
I34624,-1884,2.201248346E7,2025-09-08
I36373,1582,8.111462451E7,
I49814,-1701,2.1953964495E8,2025-10-25
I50812,-1675,1.4590359697E8,2025-09-02
I52775,536,2.805038515E7,
I57008,907,1.1653439306E8,
I58012,123,117552.08,
I59897,712,0.0,
I67388,-520,5.674577089E7,2025-10-01
I70285,-1589,2.294717782E8,2025-09-06
I77450,1981,6.422854681E7,2030-01-01
I78736,1659,2.540287326E7,
I79161,1096,4.296919173E7,
I81374,-379,2.319161164E7,2025-09-11
I85641,645,1001984.21,
I89316,318,6347690.97,2030-01-01
