item_id,units_sold,revenue,sale_date
I16524,670,2.921288241E7,2030-01-01
I16912,-295,3.934809774E7,2025-10-11
I30061,505,2150423.84,
I30248,798,5.605615934E7,
I32503,81,2109351.32,
I38974,-841,8.419905543E7,2025-09-04
I39730,-1162,1.443400942E8,2025-09-20
I42690,1162,1.4920823468E8,
I44159,401,3.17797567E7,2030-01-01
I47179,1257,1.1011439389E8,
I59958,-1506,2.0649560395E8,2025-09-24
I63162,652,4.52102909E7,2030-01-01
I65237,986,3.934127326E7,2030-01-01
I68925,-1256,9.572545304E7,2025-09-05
I69389,-1222,6.676568441E7,2025-10-10
I71132,405,2.259823113E7,2030-01-01
I82072,1036,1.5078327624E8,2030-01-01
I86972,1220,3.570239775E7,
I98338,1133,1.4370114789E8,2030-01-01
I98831,1231,9.687122999E7,2030-01-01
I103320,1200,6946811.02,
I105491,-626,2.827493186E7,2025-10-13
I106037,1153,3.339429709E7,2030-01-01
I106957,1566,1.3160657454E8,2030-01-01
I110097,1207,1.404629917E7,2030-01-01
I111923,1015,1.4790184251E8,2030-01-01
I116104,1280,1.1654379562E8,2030-01-01
I116263,1707,2.2107061257E8,
I118497,1051,1.5743811286E8,2030-01-01
I120580,-927,5428306.3,2030-01-01
I12214,1511,1.2420462527E8,2030-01-01
I15479,-1910,2.4865276052E8,2025-09-07
I21164,1742,1.1157839259E8,2030-01-01
,281,8826345.1,2025-09-17
I23881,446,6.582590504E7,
I39717,-1258,3.783414415E7,2025-10-04
I53895,1631,1.9693873839E8,2030-01-01
I59938,1178,1.280489727E7,2030-01-01
I60467,147,6394986.51,
I61200,1613,1.3985114555E8,
I61394,1099,1.3533205561E8,2030-01-01
I65711,-1303,1.7206759511E8,2025-10-03
I66731,1644,1.0339318047E8,
I71058,930,6.757518116E7,
I71712,-669,9535072.81,2025-09-06
I72941,1161,1.601795257E8,
I74931,589,1.486275505E7,
I79273,197,2.704592272E7,
I85114,1144,8.281340868E7,2030-01-01
I85426,802,4.228582272E7,2030-01-01
I86030,-1522,5951261.11,2025-09-23
I94174,-470,3.261292705E7,2025-10-07
I95145,622,7.868225145E7,2030-01-01
I96713,1879,4.654724021E7,2030-01-01
I101086,822,1.1532069783E8,
I104845,1378,3.717288372E7,
I109341,415,8629772.22,2030-01-01
I112873,98,1.223243715E7,
I115627,-601,4.627472998E7,2025-09-05
I118031,1932,2.0564589759E8,2030-01-01
I119289,1355,1.6378903343E8,
I120965,160,1.490238961E7,
I122042,1133,6.035060996E7,2030-01-01
I123025,-1825,1.3750904713E8,2025-09-18
I22734,1256,0.0,2030-01-01
I23468,1460,1.0543779427E8,2030-01-01
I25701,1279,1.0993073774E8,2030-01-01
I27629,546,7.601105245E7,2030-01-01
I33594,1479,6.140099862E7,2030-01-01
I33598,-948,6.030679004E7,2025-09-03
I34856,1624,1.04803066E7,2030-01-01
I41625,-1251,5.487691782E7,2025-10-28
I42324,1952,1.1073364E8,
I42632,1035,9.219178903E7,
I45520,709,8.095318061E7,
I47168,-1337,1.9532851497E8,2025-09-18
I51791,-1658,2.2593447597E8,2025-10-23
I53673,-1395,1.1987486315E8,2025-09-29
I55761,-577,2.426025567E7,2025-09-13
I57326,432,4.39522247E7,
I58123,1202,8.483399959E7,
I60116,1684,1.7214024566E8,2030-01-01
I65442,1506,1.6852853934E8,
I67570,690,9.433854996E7,
I72350,-1142,3.850122207E7,2025-10-14
I73704,1816,2.5523208519E8,
I74925,521,3.70996258E7,
I77809,1617,2947918.39,
I84331,-905,6.583210826E7,2025-10-28
I85744,-346,4.695812253E7,2025-09-24
I91650,1884,0.0,
I91745,1414,1.2501557987E8,
I106610,-801,3.649370762E7,2025-10-10
I108361,1177,6.971950401E7,2030-01-01
I113260,1640,0.0,
I122649,-337,3295951.45,2025-10-15
I10597,-838,1.1352172503E8,2025-10-04
I16031,-1586,1.620727303E7,2025-10-21
I17903,-726,1.0279591972E8,2025-10-15
I20746,1226,1.4717733384E8,2030-01-01
I19644,1369,1.0832536972E8,
I32528,746,6.320359661E7,
I34994,1181,1.505777146E7,2030-01-01
I55053,-108,9636882.54,2025-09-16
I56573,322,1266371.1,
I58306,1826,2.6199420108E8,2030-01-01
I67085,-198,2.276046062E7,2025-10-23
I73302,-1942,1.5292623204E8,2025-09-03
I77662,1141,1.4893790775E8,2030-01-01
I81221,-1619,2.122089659E7,2025-10-19
I88458,892,4.034851877E7,2030-01-01
I88734,921,1.016443799E8,2030-01-01
I89334,1879,2.872708823E7,
I90575,-1529,1.8485471029E8,2025-09-18
I91399,-544,7.498315937E7,2025-09-24
I94075,-277,3.665132414E7,2025-09-08
I94495,238,1.4073732E7,2030-01-01
I97216,1248,7.344418745E7,2030-01-01
I102717,-894,5.311230366E7,2025-10-08
I107441,504,4.112891008E7,
I109896,872,7.095559615E7,2030-01-01
I117330,-1992,5.983897322E7,2025-09-28
I16788,1492,0.0,2030-01-01
I18528,-437,5.666856032E7,2025-10-25
I19478,-490,2.175718805E7,2025-10-04
I12913,350,2.186135344E7,
I21232,1305,3.87204541E7,
I22616,1790,4.626746545E7,2030-01-01
I23396,1576,1.0325420091E8,
I30428,1687,2.4989655811E8,
I33553,-1336,3.91116659E7,2025-10-01
I36627,318,2.749283562E7,2030-01-01
I37242,1976,1.104855751E7,
I38476,1682,2.1617484365E8,2030-01-01
I40700,1799,1.5744598504E8,2030-01-01
I40927,316,4.584374157E7,2030-01-01
I41973,401,4.37683902E7,
I42767,-464,2.519548413E7,2025-09-24
I44505,1869,7.370008854E7,
I46603,293,3.404838247E7,
I47055,494,2.801257403E7,2030-01-01
I48260,1706,1.8733410042E8,2030-01-01
I60568,1362,1.9137691469E8,
I62152,-701,3.611553792E7,2025-09-25
I64914,-1042,4.322593132E7,2025-09-20
I65330,-848,3.129779356E7,2025-09-10
I66348,1230,9.190034608E7,2030-01-01
I70317,-1489,8.417214665E7,2025-10-02
I71239,-576,5983188.04,2025-09-03
I71592,1168,1.5067461096E8,2030-01-01
I76860,-314,2.227009582E7,2025-09-30
I78639,1953,2.2608945669E8,
I91683,1114,1.4951142015E8,
I93249,555,5.425983667E7,2030-01-01
I97541,738,1.0946220372E8,2030-01-01
I99726,884,4.491857497E7,2030-01-01
I106185,-596,2.066701951E7,2025-09-02
I109557,-585,6.651867145E7,2025-09-28
I109890,1483,3477237.71,2030-01-01
I115165,1076,9.19412078E7,2030-01-01
I116884,814,7478662.13,
I11911,277,1.127391133E7,2030-01-01
I15734,-966,3.468528569E7,2025-09-26
I16456,-664,3.057365354E7,2025-09-08
I21691,-217,3.029205239E7,2025-09-13
I12520,524,5.134685336E7,
I15098,469,4.745840094E7,
I20494,1871,1.089317171E8,
I21116,1135,1.606169558E7,
I24904,1058,1.381890599E7,2030-01-01
I31022,1019,1.0710194219E8,2030-01-01
I33463,-187,1.629831639E7,2025-09-27
I33487,-211,1.42698018E7,2025-09-05
I37522,444,1.732393678E7,2030-01-01
I44918,407,3.307632673E7,2030-01-01
I45202,-580,7.09580774E7,2025-10-08
I48431,1108,1.2958185344E8,2030-01-01
I48897,-1982,3.743030738E7,2025-09-16
I50413,1291,1.7943471345E8,2030-01-01
I54737,1757,1.5607438389E8,
I57865,1931,7.595691244E7,
I58333,909,7.218496022E7,2030-01-01
I60248,-1356,2.005892964E7,2025-09-03
I62047,145,1.004169175E7,
I67660,-1707,2.1279950721E8,2025-09-05
I73132,-1320,8.730170711E7,2025-09-08
I75940,1649,0.0,
I79432,1929,1.1076137593E8,2030-01-01
I81249,-218,2.333102209E7,2025-10-15
I86296,1231,1.6750967685E8,2030-01-01
I90691,1847,1.5121647064E8,2030-01-01
I92129,457,2.206932779E7,2030-01-01
I93731,1633,6.832607954E7,2030-01-01
I98363,1819,4.911205764E7,
I98659,1609,2.3941666598E8,
I99714,-1064,1.0305698486E8,2025-09-22
I101840,269,3327361.08,2030-01-01
I102101,1883,2.3415300509E8,
I104725,-296,1.308712501E7,2025-10-29
I104740,1395,1.9426016679E8,2030-01-01
I115910,-574,6.873459322E7,2025-09-21
I117209,716,2886718.59,2030-01-01
I12231,888,2.4600533E7,2030-01-01
I13329,1582,2.1947776954E8,2030-01-01
I19669,860,7565621.17,2030-01-01
I13981,1266,1936664.65,
I23893,1923,1.7270636475E8,
I24394,-914,5.292540965E7,2025-10-06
I24621,-432,2.386863955E7,2025-10-19
I29647,-439,5.007612678E7,2025-09-15
I29842,-1901,2.0940808054E8,2025-09-08
I31902,-1449,1.0041662276E8,2025-10-26
I34600,1607,5.517797549E7,2030-01-01
I36102,743,6.697850274E7,
I37908,-1424,1.9305465957E8,2025-10-18
I43921,-1081,9.683458528E7,2025-09-17
I44018,-443,4810164.98,2025-10-31
I49339,-712,8.13018261E7,2025-09-21
I56112,163,857421.5,2030-01-01
I56607,433,3.919706493E7,2030-01-01
I66243,536,3.353906947E7,
I75019,-1230,6.711868467E7,2025-10-21
I76064,-1958,2.8849767201E8,2025-10-24
I76640,1055,5.476658248E7,2030-01-01
I86157,782,5.527919569E7,
I87697,392,6761413.33,2030-01-01
I90625,98,2662165.33,
I92747,1109,7.79183917E7,2030-01-01
I97409,112,213007.47,2030-01-01
I105841,-766,1.1050362245E8,2030-01-01
I110298,-1909,1.8502182351E8,2025-09-28
I113425,-1988,2.3986620365E8,2025-10-21
I117966,1195,4.216491717E7,2030-01-01
I118241,1459,7.466586673E7,2030-01-01
I118391,729,9065922.94,2030-01-01
I121583,1696,1.9121666199E8,2030-01-01
I11066,941,1.805020975E7,2030-01-01
I11078,-96,6109643.52,2025-09-10
I14790,1346,6.865963047E7,2030-01-01
I15316,-805,2.892242757E7,2025-10-26
I19932,-214,4475569.97,2025-09-10
I14156,1928,2.2104172897E8,
,1349,1.1826244494E8,2025-10-11
I22485,245,3.15419849E7,
I23529,661,2.637366297E7,
I24817,636,2.589532224E7,
I38981,-1076,8.532383433E7,2025-10-29
I41406,1301,1.0592381207E8,2030-01-01
I43501,791,6.895110348E7,2030-01-01
I45508,-1634,5.94560893E7,
I52287,372,4.433913937E7,
I63714,1775,1.249510849E7,
I64320,-199,2.692037294E7,2025-09-09
I75290,1936,4.898198776E7,2030-01-01
I76433,851,1.354273286E7,
I76711,-388,1.447613013E7,2025-09-10
I92360,1234,1.7913624897E8,2030-01-01
I101923,-944,5627407.3,2025-10-21
I105493,1659,2.4391877031E8,2030-01-01
I113596,-1958,2.1254828764E8,2025-09-19
I119639,1162,1.1599910964E8,2030-01-01
I124619,1404,1.1721260067E8,2030-01-01
I124880,821,3.488970106E7,2030-01-01
I126260,1640,8.178568885E7,2030-01-01
I126494,1269,1.901799326E7,
I21353,1039,9.448105408E7,
I22078,623,1.694105059E7,
I26400,-1894,8.871781447E7,2025-09-08
I27876,1940,4.3105986E7,
I28681,1427,7.253206263E7,2030-01-01
I41921,1743,3.547174159E7,
I49817,807,4.98853905E7,
I55827,1317,1.3640022507E8,2030-01-01
I56164,978,5.718694427E7,
I56355,536,5.402784847E7,2030-01-01
I57986,220,1.615291018E7,2030-01-01
I61311,-1751,6.158613051E7,2025-09-07
I65553,1250,3.6626663E7,2030-01-01
I71016,850,1.1336274798E8,
I74899,-306,4.132904528E7,2025-10-31
I78588,538,0.0,
I84332,1747,8.940392234E7,
I91941,1236,1.06794392E7,
I103976,1965,8.042111652E7,
I108347,980,6.421093836E7,
I114281,-112,1778768.24,2025-10-22
I117544,-894,3.478078484E7,2025-10-05
I118807,748,8.673429926E7,
I123058,949,1.3269620237E8,2030-01-01
I126345,1600,2.2003024439E8,2030-01-01
I16167,-70,9694040.38,2025-09-19
I16391,1399,8.690325381E7,2030-01-01
I17081,372,1619446.37,2030-01-01
,1881,6.053940608E7,2025-10-31
I17798,1735,2.2305129568E8,
I19432,1708,2.0236892028E8,
I25707,979,1.3095810139E8,
I34229,-1524,2.1917376833E8,2025-10-13
I37982,-1598,1.775254223E8,2025-09-10
I44585,628,2.81517988E7,2030-01-01
I45300,1038,1.2478788385E8,
I47586,619,2.432184576E7,2030-01-01
I51576,210,2.545813606E7,2030-01-01
I61658,1812,1.1688040883E8,
I64822,1317,6.346292263E7,2030-01-01
I64946,1692,1.6429458411E8,
I65537,1048,4.350894656E7,2030-01-01
I66890,-1648,6.423009495E7,2025-09-20
I73898,-1628,1.7388628914E8,2025-09-25
I81098,1540,1.234437561E7,2030-01-01
I83975,136,1.69586015E7,
I92668,1320,1.6083516128E8,2030-01-01
I92773,-1316,1.5597118981E8,2025-10-28
I97086,-392,5.746280133E7,2025-10-09
I102723,691,7.137111081E7,2030-01-01
I114892,1541,6.12943504E7,2030-01-01
I120573,1349,1.9675677887E8,2030-01-01
I122168,1575,1.870470851E7,
I128032,-1601,2.2104296586E8,2025-09-03
I10600,-654,2.604303711E7,2025-10-31
I10601,-674,4665973.83,2030-01-01
I19956,-1220,8.538496995E7,2025-10-05
I21784,1771,2.4261693593E8,
I22721,1956,1.3443569003E8,
I24084,-1783,0.0,2025-09-16
I53115,-1966,4.046370113E7,2025-10-15
I53304,865,8.501051748E7,
I54574,-1654,1.728258483E7,2025-09-13
I56215,1010,7.139282739E7,
I56236,1214,1.513177491E8,2030-01-01
I67618,1243,1.419656396E7,2030-01-01
I69259,-672,1.285682562E7,2025-10-04
I73296,909,6323659.13,2030-01-01
I76830,1666,2.0768648071E8,2030-01-01
I80121,743,6000398.49,
I83992,1996,2.3430435147E8,
I84646,-1647,9.328371673E7,2025-10-07
I85186,603,7.970183871E7,2030-01-01
I91177,-1227,6.093633546E7,2025-10-29
I101495,1827,1.4946908179E8,2030-01-01
I103250,-686,2.797068653E7,2025-09-15
I109630,1602,1.7178560747E8,
I112218,1435,1.020302431E8,2030-01-01
I112926,1758,2.95463204E7,2030-01-01
I113479,204,1.660968536E7,
I117723,620,4.867757282E7,2030-01-01
