item_id,units_sold,revenue,sale_date
I10628,1703,2.328079678E7,2030-01-01
I19880,1172,8.308844245E7,2030-01-01
I20465,880,9.035527994E7,
I20721,148,8092111.84,
I24512,-767,9.153881626E7,2025-10-18
I26934,754,0.0,2030-01-01
I31485,687,1.0083115808E8,2030-01-01
I31936,500,2.609577442E7,
I34028,546,4.092226581E7,2030-01-01
I35977,242,8706179.47,2030-01-01
I36417,1952,6.308130165E7,
I36978,1965,2.2747427465E8,
I37519,1718,1.7150869135E8,2030-01-01
I38030,787,1.1436395025E8,
I38664,1807,8.248502344E7,2030-01-01
I39084,-358,4.064992348E7,2025-09-04
I40674,1970,9.03857567E7,
I47713,-521,1.629131082E7,2025-09-24
I51074,1666,1.9935625243E8,2030-01-01
I53153,1258,1.5424473317E8,
I53736,-314,4.389713301E7,2025-10-31
I56200,-800,6465100.83,2025-09-04
I63132,1297,1.5769936561E8,
I63354,1044,1.3041275485E8,2030-01-01
I65753,1059,6.03622139E7,2030-01-01
I67326,1798,1.0598908247E8,2030-01-01
I76297,1943,2.449945144E8,
I78746,1906,1.8064779182E8,
I79303,-1555,2.0082114029E8,2025-10-26
I82789,1697,2.179181524E7,
I86466,-816,6.249199185E7,2025-10-14
I87855,1239,1.2561663179E8,2030-01-01
I88870,479,3.231763543E7,2030-01-01
I91133,1753,6.752065523E7,2030-01-01
I95626,-378,4.271557608E7,
I99206,-864,6.203948389E7,2025-09-22
I100468,-1518,3699208.01,2025-09-03
I105943,1515,5521514.56,2030-01-01
I111849,-1394,2.0044278296E8,2025-10-18
I119971,-1330,1.4123099342E8,2025-10-02
I121509,197,1.487350912E7,
I122413,1226,8.712418281E7,2030-01-01
I125658,1291,1.1348299035E8,2030-01-01
I126840,1326,1.1200696554E8,
I12943,-76,8287592.3,2025-10-16
I16276,1766,1.0209784389E8,2030-01-01
I17464,1173,4260822.61,2030-01-01
I17920,-1934,1.7743422381E8,2025-10-17
I20706,-733,4.694463863E7,2025-10-10
I11060,1305,1.0756565635E8,
I15612,95,2387669.94,
,939,1.3073372036E8,2025-09-21
I26050,54,4440303.89,
I29394,881,1.29726375E8,
I32601,280,1.464661064E7,2030-01-01
I33128,475,2.715950803E7,
I33888,1986,2.9276198815E8,
I37293,363,1.408329862E7,2030-01-01
I42946,820,1587251.93,2030-01-01
I45893,1710,1.4251834097E8,
I46148,-1416,2.465026812E7,2025-10-17
I51390,-1771,1.8580985867E8,2025-09-28
I51415,-77,8650906.83,2025-10-18
I51868,1581,2.827860928E7,2030-01-01
I54184,1334,5.136668563E7,2030-01-01
I55950,1737,2.3690981551E8,2030-01-01
I62658,1155,6.184098418E7,2030-01-01
I66235,-745,2.885583777E7,2025-09-05
I72596,-339,1.59604641E7,2025-10-20
I74479,1925,9.169053614E7,2030-01-01
I78583,628,3.114387272E7,
I88379,1750,1.4332768883E8,2030-01-01
I88545,-984,2.515192753E7,2025-09-21
I94991,1377,9.787699525E7,2030-01-01
I96696,1155,7.76620504E7,2030-01-01
I98592,1552,8.157649527E7,
I107571,1279,3.742839795E7,2030-01-01
I110684,977,0.0,2030-01-01
I110886,1470,1.711689945E8,2030-01-01
I110973,1740,8.335746139E7,2030-01-01
I116448,1569,1.2700823331E8,
I118383,73,8945445.0,2030-01-01
I121105,736,8.10840399E7,
I122058,954,1.4280193886E8,2030-01-01
I122764,1371,1.0498088088E8,
I13630,1394,1.2663924662E8,2030-01-01
I14535,-1343,1.4663446338E8,2025-10-10
I16819,-252,3.576896594E7,2025-10-19
I17694,1045,2.839805026E7,2030-01-01
I22995,-1823,1.1011844217E8,2025-10-16
I28421,434,3316446.0,
I34394,590,4.872745053E7,
I34586,-1118,2.149163778E7,2025-09-18
I40994,1751,3368142.15,
I45532,378,4784990.39,
I47676,304,4.131236595E7,
I51809,1460,1.5012721704E8,
I53862,376,5605921.09,
I56117,470,1.384082228E7,
I57733,1689,9.039129088E7,2030-01-01
I58740,-1631,1.731677095E8,2025-10-18
I59015,1306,4.381802288E7,2030-01-01
I62121,342,3.525193458E7,2030-01-01
I63153,-718,9.102091807E7,2025-10-02
I69925,1218,1.136819878E8,2030-01-01
I73475,-1286,1.485142454E7,2025-10-08
I73999,-1100,3.419820702E7,2025-10-19
I77618,-1439,7.605055411E7,2025-10-31
I77984,553,7.717006599E7,2030-01-01
I82140,696,7.244649107E7,
I86053,1001,9.173270938E7,
I86314,534,5.975008952E7,
I90469,-153,1.40095771E7,2025-09-18
I91706,595,9896363.1,2030-01-01
I93496,1677,5.75633606E7,2030-01-01
I95182,738,3.289040257E7,
I105818,1703,7.053775622E7,2030-01-01
I109160,1100,1.5498733198E8,
I112462,1933,1.6299266814E8,2030-01-01
I115991,1255,1.3733540512E8,2030-01-01
I116761,-687,5.875416739E7,2025-10-08
I124584,892,1.2602024455E8,2030-01-01
I124956,-1400,1.177545941E7,2025-09-30
I126874,1524,9.562871468E7,
I16918,1940,2.0323158162E8,2030-01-01
I18301,-1071,1.2749072943E8,2025-10-30
I21471,190,1.207161455E7,2030-01-01
I12752,1237,1.6198951226E8,
I25600,1450,2.629167059E7,
I27636,777,1.0893395313E8,2030-01-01
