item_id,units_sold,revenue,sale_date
I10392,313,3.115642252E7,2030-01-01
I11496,975,9222025.97,2030-01-01
I12059,1084,1102830.76,2030-01-01
I15370,1378,1.444313045E7,2030-01-01
I16474,-1912,8.474792028E7,2025-10-24
I17786,-120,6849685.05,2025-09-22
I19107,-804,1.0305640831E8,2025-09-12
,1889,1.2575849853E8,2025-10-15
I13536,1684,5.666903707E7,
I23131,179,2.231079124E7,
I23145,1644,2.2176098481E8,
I28540,1247,1.0329966231E8,
I29158,789,1.0612281538E8,
I33618,875,8.138443441E7,
I43383,1465,2.391854149E7,
I50800,571,2.950261317E7,2030-01-01
I51424,91,1327425.07,
I55248,1026,1.158897041E8,2030-01-01
I57514,-1209,7.754324764E7,2025-09-27
I57547,-1907,2.875886788E7,2025-09-01
I58838,1530,7.881502978E7,2030-01-01
I59060,1740,2.0962008471E8,2030-01-01
I61510,1963,0.0,2030-01-01
I63295,230,5271230.21,
I68375,-813,7.335160803E7,2025-10-08
I68832,1591,1.1149732795E8,
I76837,380,1.013770184E7,2030-01-01
I82892,67,3033416.04,2030-01-01
I100503,-1471,5.80372568E7,2025-09-24
I104350,-1847,1.1147974793E8,2025-10-07
I105729,-1572,2.1029629958E8,2025-10-02
I109124,239,2.549162953E7,2030-01-01
I109800,1025,7.239926261E7,2030-01-01
I111403,-1213,8.696718089E7,2025-10-04
I115923,-268,1628300.11,
I116790,533,3.83967187E7,
I123929,390,6418730.21,2030-01-01
I127182,161,1.775372482E7,
I10041,1416,1.1645510569E8,2030-01-01
I13709,-1787,7.629831549E7,2025-10-27
I14653,-606,3.789599702E7,2025-09-06
I14796,1930,1.2262929108E8,2030-01-01
I16419,-1534,1.6621719256E8,2025-09-03
,1895,3.745198464E7,2025-09-28
I26379,-112,7357703.52,2025-10-04
I28775,1887,1.6826205467E8,2030-01-01
I29943,-1842,1.7769605456E8,2025-10-06
I32306,-999,7.252957362E7,2025-09-05
I32338,1895,1.4293319539E8,
I33426,-867,9291686.08,2025-10-12
I33468,-488,2.725839337E7,2025-09-25
I37690,1406,1.7325250181E8,2030-01-01
I38282,-909,1.704511363E7,2025-10-19
I44523,-635,5.521641688E7,2025-10-30
I45466,1444,2.125479827E7,2030-01-01
I51007,274,5621585.23,
I54325,1982,4.968511716E7,
I61933,272,1.36255087E7,2030-01-01
I62563,201,1.727975375E7,
I65720,799,1.1431395461E8,2030-01-01
I68391,-1775,1.4523231771E8,2025-09-14
I72807,1844,1.1626923565E8,2030-01-01
I72908,-1980,0.0,2025-10-07
I73035,-819,1.2243676158E8,2025-09-04
I82441,557,1.325453287E7,
I83854,1578,2.2135211853E8,2030-01-01
I85094,232,1.548511595E7,
I86686,-868,9.350742179E7,2025-10-01
I88644,-1203,1.354388617E7,2025-10-07
