item_id,units_sold,revenue,sale_date
I17552,-510,6.397455414E7,2025-10-17
I17274,1056,6.568651988E7,
I20881,1384,1.3902726799E8,
I27338,-986,4.741194818E7,2025-10-16
I27595,1730,2.2193910314E8,
I30426,-195,1.873287973E7,2025-09-04
I30696,517,1.384182821E7,2030-01-01
I31353,1185,1.6410561557E8,2030-01-01
I31730,-994,1.0351728896E8,2025-10-05
I37626,1544,1.8340707105E8,2030-01-01
I41088,-1471,9.936557558E7,2025-10-20
I45885,-388,4.832168559E7,2025-09-26
I48719,135,1.750685469E7,
I57437,1200,1.5937439444E8,2030-01-01
I59114,955,1.1536457614E8,2030-01-01
I61626,783,1.0833265134E8,
I63053,847,7.853732109E7,2030-01-01
I64017,1910,8.986137823E7,
I67986,-1130,1.0584697429E8,2025-10-31
I75663,1971,2.875474667E8,
I76185,1879,1.6842991987E8,
I79829,1147,1.5480429126E8,2030-01-01
I81167,-720,5.69434387E7,2025-10-17
I81208,267,3219751.3,
I84759,-1460,4.054428035E7,2025-09-30
I85464,1346,1.1778837258E8,
I91862,1241,1.7371058628E8,
I94465,1449,1.5619733657E8,2030-01-01
I95292,1479,2.0690705272E8,2030-01-01
I95509,922,8.374043153E7,
I96903,756,1.0802712575E8,
I101182,-82,9303603.11,2025-10-09
I101624,-1007,8348944.92,2025-09-02
I107228,-1436,8.770920463E7,2025-09-22
I107912,1636,1.9206588404E8,
I110084,1477,8.327920576E7,2030-01-01
I113338,-454,5.154972497E7,2025-09-04
I124723,1102,4134392.79,2030-01-01
I125031,917,4.746013059E7,2030-01-01
I12331,-1396,8.062812792E7,2025-10-27
I16963,1184,1.1929856467E8,2030-01-01
I17705,321,1.061640149E7,2030-01-01
,444,6.061936112E7,2025-10-12
I13746,1340,9.298731697E7,
I28259,934,1.3388648472E8,
I33188,757,6570815.73,2030-01-01
I35218,-1193,5.204105545E7,2025-09-09
I35538,535,6.291866643E7,
I36193,740,3.52153235E7,
I38221,-1804,5.952636928E7,2025-10-08
I40493,1080,1.0570426713E8,
I41878,-1119,6.84389593E7,2025-09-19
I48594,1858,1.901080775E7,2030-01-01
I49038,781,5.731872511E7,2030-01-01
I50383,-1701,1.0357474746E8,2025-09-07
I50600,274,3.531458056E7,2030-01-01
I53618,1764,1.9446300521E8,2030-01-01
I58837,477,6.045383455E7,
I66381,1579,2.1195196965E8,2030-01-01
I72220,196,1454275.19,
I75521,-572,3.591253822E7,2025-09-01
I75613,1869,2.5391259705E8,
I77675,-682,9.330845566E7,2025-10-29
I78375,503,1.986792161E7,2030-01-01
I79591,-392,2.429250204E7,2025-10-20
I81297,671,5.381290357E7,2030-01-01
I88341,699,6.232332507E7,2030-01-01
I101218,1371,1.3937425342E8,2030-01-01
I108007,-1339,4.898057635E7,2025-10-14
I111183,-1488,8.427545008E7,2025-10-14
I112542,-1898,2.7371658744E8,2025-09-04
I122060,-1016,9.490367347E7,2025-09-27
I125070,-1039,1.2116662452E8,2025-09-25
I11017,-684,5.401222326E7,2025-10-31
I18351,1148,0.0,2030-01-01
I21253,-1787,2.4766405826E8,2025-09-12
,341,4.486112542E7,2025-09-24
I10668,95,9152674.23,
I10946,235,1.496602527E7,
I26370,1226,1.5175718792E8,
I34588,1132,1.5907864581E8,
I35804,1984,2.6964067921E8,
I37687,-1562,1.2348072841E8,2025-09-04
I42049,1110,0.0,2030-01-01
I43664,-54,3830967.56,2025-10-01
I45702,496,1.191938595E7,2030-01-01
I46517,171,2091495.39,
I46819,-1779,1.2303024981E8,2025-10-03
I47733,1041,1.1518939307E8,
I49918,1879,4.961842889E7,
I50736,1106,7.72569455E7,2030-01-01
I51248,1434,6.362997807E7,2030-01-01
I53199,-1312,7.703011766E7,2025-09-06
I56671,580,4.36816773E7,2030-01-01
I56869,-994,9.967618798E7,2025-10-02
I57868,169,1.822970987E7,2030-01-01
I63315,443,5.833210864E7,2030-01-01
I63881,-819,9.209779627E7,2025-10-18
I67616,-1086,1.3008013483E8,2025-09-01
I72487,-1647,1.9730580979E8,2025-09-18
I79251,765,6.904696788E7,2030-01-01
I80778,879,1.1196263193E8,
I94763,687,6.89084781E7,2030-01-01
I99023,-1102,1.0690152747E8,2025-10-27
I104801,1138,8.893742989E7,2030-01-01
I105724,-1078,9.698813989E7,2025-09-18
I105750,-558,3912556.41,2025-09-10
I109036,1326,9668435.59,2030-01-01
I111077,1079,6.158052762E7,
I114720,-1046,8.733114613E7,2025-09-15
I116309,1950,2.0932035618E8,
I22474,1454,5.414759547E7,2030-01-01
I26736,503,4.606579214E7,
I27986,137,0.0,
I29964,65,7334675.58,2030-01-01
I35205,893,4.461102023E7,2030-01-01
I41323,1346,0.0,
I43236,1789,1.6285190277E8,
I44767,1480,1.7750575709E8,2030-01-01
I47223,-1232,5.894521402E7,2025-09-02
I52678,-1456,1.7026432246E8,2025-10-18
I54490,1582,2.54541045E7,
I64465,-1775,1.2942741643E8,2025-10-15
I72961,201,7807703.94,
I73988,1304,0.0,2030-01-01
I78978,1387,7.249467215E7,2030-01-01
I84773,850,9.698307742E7,2030-01-01
I87211,1032,6.149976915E7,2030-01-01
I96865,428,5.539370786E7,2030-01-01
I101898,1354,1.341968425E8,2030-01-01
I104162,864,4.706141999E7,2030-01-01
I116617,-1121,1.1969859155E8,2025-09-23
I116746,382,4.496530384E7,
I123678,1986,1.0936538892E8,2030-01-01
I124738,314,3.814798952E7,
I124945,120,2874381.61,
I16581,-1629,1.4621825088E8,2025-10-05
I16631,1543,1.2400829682E8,2030-01-01
I16701,1626,5.860476088E7,2030-01-01
I20437,-1034,1.1599485065E8,2025-10-21
,-1744,3.964191001E7,2025-10-07
I31128,811,2.041684407E7,
I45704,1373,1.2638163859E8,2030-01-01
I54234,354,3411529.37,2030-01-01
I58573,-498,1.134299509E7,2025-09-14
I58792,1418,2.0220050758E8,2030-01-01
I60292,1947,1.9754022984E8,2030-01-01
I66078,935,1.651509173E7,2030-01-01
I66291,-1481,2.1217759712E8,2025-09-13
I68938,-228,2288162.98,2025-10-19
I71799,-1284,1.59428351E7,2025-09-21
I77607,1194,1.6263609552E8,
I79186,-1425,7928812.92,2025-09-03
I79404,-1193,605352.55,2025-10-28
I80239,241,2.78181883E7,
