item_id,units_sold,revenue,sale_date
I14204,1319,1.6597942091E8,
I18135,1128,4.711298506E7,
I18173,1677,1.2045315661E8,
I18693,1768,2.1039704782E8,
I34567,407,2302399.25,2030-01-01
I34954,1760,9.65318693E7,2030-01-01
I37228,722,8.076389336E7,
I39720,1979,1.6650036074E8,2030-01-01
I39892,1556,4.511500767E7,
I40939,1709,1.4871672517E8,2030-01-01
I50914,-1525,5.422030847E7,2025-09-20
I52161,1742,2.577640184E7,2030-01-01
I52780,861,7.383349742E7,2030-01-01
I53716,1699,2.0797705518E8,
I73759,1061,2.238397822E7,2030-01-01
I73927,-1431,1.4848681455E8,2025-10-21
I74261,672,1.552523383E7,2030-01-01
I80885,-814,6.000855429E7,2025-10-02
I83262,-710,2.402359338E7,2025-09-29
I84978,103,9299234.27,2030-01-01
I87048,1342,1.3834966105E8,
I87163,-1298,1.3391845624E8,2025-10-15
I88142,1640,5428735.81,
I89655,1042,1.3213783227E8,
I98050,637,4.082517529E7,
I99310,349,1.431849051E7,2030-01-01
I106149,1133,7343382.5,
I109665,-1136,9.189074839E7,2025-09-25
I113752,983,1.4423859777E8,2030-01-01
I115435,-1432,1.4423906625E8,2025-10-28
I117664,-594,4.785656701E7,2025-10-14
I124348,-1064,4.374381969E7,2025-09-13
I14183,1609,3.853633846E7,2030-01-01
I18283,1275,2.765682365E7,2030-01-01
,1071,9769156.51,2025-10-29
I11938,308,3.847623889E7,
I12275,1638,1.2132010901E8,
I13718,1823,5.510403416E7,
I14969,663,4.856699073E7,
I18725,1378,7.430103098E7,
I35847,228,3.183554567E7,2030-01-01
I39116,-1231,1.6524068165E8,2025-09-21
I47985,1936,5.790303871E7,2030-01-01
I57425,187,1.340577187E7,
I59883,227,1.988220117E7,
I60861,-1507,1.8411631512E8,2025-10-09
I61400,644,8.33915527E7,2030-01-01
I67747,1031,5.907411673E7,2030-01-01
I71411,1082,1.1201676833E8,2030-01-01
I75197,459,3.770381408E7,
I76158,-437,4.097235141E7,2025-10-19
I81155,819,3.755122356E7,2030-01-01
I85219,1487,8745985.0,
I85880,87,2199925.12,
I94685,803,2.442398761E7,2030-01-01
I98193,438,2.859168451E7,2030-01-01
I100568,1808,2.5981092162E8,
I107556,1705,5.555887774E7,2030-01-01
I110110,1567,1.5608116681E8,2030-01-01
I117182,580,1.978835312E7,2030-01-01
I123175,1731,5.143263318E7,
I126107,1585,1.0669799157E8,
I127043,1678,1.4844948398E8,
I21571,805,6.549677246E7,2030-01-01
I12819,85,6336918.54,
I30282,603,4.462811024E7,2030-01-01
I39341,1968,2.189553463E7,
I47771,1246,5636967.23,2030-01-01
I49753,1847,2.3324485098E8,2030-01-01
I64054,-1175,1.7012583672E8,2025-10-17
I69742,-1494,1.5469058959E8,2025-10-29
I82803,-1955,1.7046490111E8,2025-09-29
I83056,1658,6.050770502E7,
I84255,379,3854330.22,2030-01-01
I88542,1097,1.5376029396E8,
I91247,333,1.330192227E7,
I93136,-615,7.407509904E7,2025-10-04
I99496,663,7.099488105E7,
I102212,1571,1.3323627758E8,
I102425,875,9.96858432E7,2030-01-01
I105074,715,4.201128749E7,
I106865,877,1.2220632444E8,2030-01-01
I109165,987,1.2557956666E8,
I119445,474,5.859223037E7,2030-01-01
I123347,-222,1.021414305E7,2025-09-24
I125065,203,1.142309819E7,2030-01-01
I126224,1602,1.6700753032E8,2030-01-01
I11348,1560,1.5020729742E8,
I11722,1979,4446757.24,
I16335,1183,1.3608170247E8,
I21017,70,0.0,
I23433,-1582,1.273684228E8,2025-10-15
I24458,1173,1.6791757355E8,
I25325,-1923,4.915999165E7,2025-10-18
I33615,468,3.052061093E7,
I34378,1847,2.4444054399E8,
I38868,-984,4435540.99,2025-09-21
I42228,-331,2.001023723E7,2030-01-01
I47769,760,7.53744794E7,2030-01-01
I53471,-506,0.0,
I61320,-1060,1.2149936733E8,2025-09-24
I67369,1065,5.219924794E7,2030-01-01
I68139,548,5.657782136E7,2030-01-01
I71088,788,2.287931512E7,2030-01-01
I71838,1791,2567319.48,
I75139,881,7.062233505E7,
I79668,-842,6.780838178E7,2025-09-14
I81413,-717,1.938057984E7,2025-10-07
I86399,84,8787031.32,2030-01-01
I86741,1503,2.0620632733E8,
I87573,-1324,1.3246208686E8,2025-10-15
I88748,1326,8.063697028E7,
I88766,393,4.493489499E7,2030-01-01
I89135,1730,2.458646279E8,
I90526,1915,8.229536514E7,
I94561,1421,2.675556571E7,
I101214,-948,3.704102623E7,2025-10-10
I106133,481,1.740283777E7,2030-01-01
I112650,-1630,2.043444155E8,2025-09-13
I114394,-1611,1.5517390485E8,2025-10-21
I122484,1241,1.5894385546E8,2030-01-01
I123384,75,1.097392508E7,2030-01-01
I127244,804,4944006.14,
I15067,1592,3.649294314E7,2030-01-01
I16323,-1815,1.439427099E8,2025-09-21
I18010,-998,6.517411545E7,2025-10-29
I19927,968,8.707406617E7,2030-01-01
I22792,1824,2.843758211E7,2030-01-01
I27158,99,1.155746958E7,2030-01-01
I35140,1360,5.584898727E7,
I35598,1915,9.844231481E7,2030-01-01
I35624,1576,1.7357470897E8,
I38082,1458,1.1471604522E8,2030-01-01
I43456,852,3377229.29,
I44698,1728,1.23412059E7,
I48479,292,3567239.18,
I50431,541,6910513.0,2030-01-01
I56880,593,7595280.08,2030-01-01
I67460,943,9079771.69,
I73856,1762,2.0861925723E8,
I80545,-1420,1.8689379437E8,2025-10-14
I86128,422,3.139134541E7,
I86133,960,5537301.94,
I87399,1251,6.330709337E7,2030-01-01
I87787,763,9.466043694E7,2030-01-01
I88375,-1209,1.5896432232E8,2025-09-18
I88756,-1796,2.1927306208E8,2025-09-10
I88780,231,3.265344648E7,
I91267,-633,9.319331853E7,2025-09-22
I92300,1220,1.5903768858E8,2030-01-01
I96000,608,1.160577541E7,2030-01-01
I96727,858,3.646374582E7,2030-01-01
I98158,-428,4.13906528E7,2025-10-30
I99587,1521,1.1272929478E8,
I100988,-470,6.655975469E7,2025-09-13
I102475,-1297,1.1666649553E8,2025-09-22
I104530,295,3390952.12,2030-01-01
I104814,187,4107823.81,2030-01-01
I108904,1193,7.021043589E7,2030-01-01
I113340,119,3571305.73,2030-01-01
I116678,1069,9.659411948E7,2030-01-01
I126723,-860,1.2856698876E8,2025-09-30
I127254,1321,1.9170031856E8,2030-01-01
I11224,-670,8.888063529E7,2025-10-28
I12121,1416,1.9702204492E8,2030-01-01
I14130,815,9.497331361E7,2030-01-01
I23828,1956,2.3896148275E8,
I27637,226,2.797980559E7,2030-01-01
I29804,537,9680640.97,
I31084,1459,1.2175504315E8,2030-01-01
I31630,1385,3.356892333E7,
I36716,919,1.774101508E7,2030-01-01
I41268,1550,1.6090728642E8,
I46640,1078,7.982697682E7,
I57866,759,4.110813417E7,2030-01-01
I63369,-1533,1.1723859711E8,2025-09-24
I63928,1055,5.954236703E7,
I66719,509,940778.11,2030-01-01
I66833,-1609,7.411583248E7,2025-10-27
I67728,1188,7.938124152E7,
I73702,-1351,1.8491477948E8,2025-10-21
I84961,156,1.972078511E7,
I94597,-756,1.0550410014E8,2025-09-11
I99076,-1799,7.763886031E7,2025-10-22
I102304,-1004,1.4710148309E8,2025-09-05
I104709,-73,5106319.12,2025-09-03
I109278,63,3913733.51,2030-01-01
I110901,1892,2.5745892951E8,2030-01-01
I111629,-1541,6.437504102E7,2025-09-29
I115837,1521,1.582999363E8,2030-01-01
I18994,-802,4881208.95,2025-10-08
I11147,1974,7338401.4,
I20337,1712,2.4713869242E8,
I21483,270,5639389.67,
I25704,1088,4.135795953E7,
I25807,1432,2.093576097E7,
I31000,658,2.858722353E7,2030-01-01
I58269,-87,2363486.17,2025-10-25
I59048,1267,3534352.18,
I64187,678,8.239110796E7,2030-01-01
I65552,1790,1.2546910225E8,2030-01-01
I74290,805,1.1135778474E8,
I75485,-1727,9.216273924E7,2025-10-11
I81250,1181,1.6375079284E8,
I83301,1258,2.208840697E7,2030-01-01
I87630,787,1.1186445599E8,
I89247,1982,5.863014204E7,2030-01-01
I92994,538,4.243400445E7,
I95566,-586,5.911488328E7,2025-09-13
I100753,-1265,8.264199723E7,2025-10-23
I102798,-957,4.110186967E7,2025-09-22
I104071,90,2253337.31,
I108270,1319,1.4702075417E8,
I112674,1883,2.15422538E7,2030-01-01
I113487,459,0.0,2030-01-01
I117223,1691,9.445544622E7,2030-01-01
I121302,1597,2.613158305E7,2030-01-01
I127817,1379,2.0003472905E8,
I21354,97,4996627.92,2030-01-01
I22267,285,1.411628609E7,2030-01-01
,633,3.529698012E7,2025-09-02
I12665,843,6.535260208E7,
,385,1.722919444E7,2025-09-22
I16921,618,7.209777309E7,
,744,1.71788229E7,2025-10-25
I29122,-308,3.336923091E7,2025-10-25
I33962,330,1.382203939E7,2030-01-01
I35458,455,6.823067166E7,
I36122,803,7.793207978E7,
I40654,420,5.975417289E7,2030-01-01
I42190,-628,3.511393616E7,
I42808,1616,1.0498803396E8,2030-01-01
I48696,655,4.845950577E7,2030-01-01
I54063,-927,1.1778283927E8,2025-10-28
I56065,983,2.897851788E7,2030-01-01
I58150,1018,8.105595414E7,
I61071,1580,6.049345704E7,2030-01-01
I67829,991,8.165476489E7,
I75036,-1998,1.8232696477E8,2025-10-11
I77598,520,6.083483064E7,2030-01-01
I83928,1057,1.0096758691E8,2030-01-01
I86556,-1347,0.0,2025-10-12
I88741,808,1.192478212E8,
I90123,-1638,2.34003182E7,2025-09-05
I92530,292,3.498729744E7,2030-01-01
I94505,1845,1.2365689398E8,
I106043,1369,1.3055349511E8,
I107717,229,2.173077691E7,
I109427,-450,5.495678082E7,2025-10-08
I110261,442,5.746830826E7,2030-01-01
I111846,-1811,2.007941756E8,2025-09-20
I111874,783,1.328379813E7,2030-01-01
I112577,764,2.517472362E7,
I122410,1787,2.350140255E7,
I124477,1008,1.3250072446E8,
I134079,1453,1.659775655E8,2030-01-01
I136267,-925,4.574278401E7,2025-10-09
I140230,610,3.337827589E7,
I145994,1878,1.59512966E7,
I150916,827,6.497155563E7,2030-01-01
I151788,1577,1.5063984665E8,
I156491,902,6985803.18,2030-01-01
I158597,1473,1.0669269514E8,
I169413,-1794,9.48384925E7,2025-10-20
I170750,1790,1.3074502013E8,
I173966,-607,8439374.29,2025-10-11
I175295,1850,2.6059624142E8,
I175701,426,5.867301463E7,2030-01-01
I176467,417,3.511995945E7,2030-01-01
I179862,-413,1.084839842E7,2025-10-21
I180103,1102,1.5878782286E8,2030-01-01
I188394,1052,1.1651472748E8,
I193271,-1646,4.605997721E7,2025-10-09
I211421,347,0.0,
I212539,1781,4.842846422E7,2030-01-01
I225603,86,4038908.8,2030-01-01
I227229,-856,0.0,2025-10-18
I229485,1030,1.1600486563E8,2030-01-01
I230320,199,4176864.75,2030-01-01
I234603,218,8551102.53,
I235998,1068,1.0175310952E8,
I240190,-777,5.234913754E7,2025-10-15
I242791,-1509,3.0674958E7,2025-10-05
I243315,561,2.526182169E7,
I131860,-683,5.098194182E7,2025-10-10
I138234,-1477,5.666667501E7,2025-10-29
I138980,645,6.273859694E7,
I142130,-306,3.346488054E7,2025-09-22
I148513,1592,1.5835823226E8,
I148638,1162,1.781557489E7,2030-01-01
I150871,350,4.013569736E7,
I152686,-338,2061358.65,2025-10-17
I155853,-1293,7.390026579E7,2025-09-01
I160619,1557,1.102575869E8,
I164868,-1475,7.092199048E7,2025-09-05
I165362,-838,9.695699606E7,2025-10-03
I165663,1619,7.861089268E7,
I167045,1051,1.0835526936E8,2030-01-01
I168794,53,3311819.21,
I178157,303,3.643506388E7,
I178683,464,2.974840531E7,
I184883,-1488,1.7811072769E8,2025-09-04
I186858,-1067,7338178.64,2025-09-12
I187674,1462,1.3719869587E8,
I200721,-1037,4.96907274E7,2025-09-12
I202400,1396,1.5336975849E8,2030-01-01
I204831,961,8.909941076E7,2030-01-01
I205898,-1002,4.97050383E7,2025-09-23
I207409,-402,1.595476079E7,2025-10-01
