item_id,units_sold,revenue,sale_date
,724,5.826165081E7,2025-10-21
I11136,1201,1.3804393622E8,
I20095,1890,1.7737281879E8,
I25318,594,5.322790851E7,2030-01-01
I27946,797,6.103357651E7,
I34354,1527,5.708624014E7,
I35447,622,6.189400296E7,
I39457,99,821407.83,2030-01-01
I40471,329,3.734614174E7,2030-01-01
I41131,-1288,1.24496551E8,2025-09-24
I42735,1394,5.854546727E7,
I44462,1618,1.010390131E8,
I50584,511,3.740111922E7,
I57043,571,2.641008641E7,
I59908,732,8.771825235E7,
I66689,293,4926575.31,2030-01-01
I67798,154,8973064.91,
I72318,-1117,8.110888263E7,2025-10-18
I84870,-956,5.654436245E7,2025-09-21
I93396,1219,8.698299566E7,
I95229,401,4.225078343E7,2030-01-01
I95234,289,2.385718423E7,
I105430,941,4.047750605E7,
I115354,866,1.804790613E7,2030-01-01
I120269,1713,8.653463868E7,
I121002,1528,9.622180987E7,2030-01-01
I124211,416,5.734684285E7,
I13642,-533,2.114078236E7,2025-10-19
I14114,1949,9.040059807E7,2030-01-01
I15069,284,5450296.08,2030-01-01
I20170,193,9007702.12,2030-01-01
I15680,1204,5.82439143E7,
I23987,894,7359038.84,2030-01-01
I24041,1805,9.172361736E7,
I25317,-1452,7.083069757E7,2025-09-13
I28900,-330,4.768654609E7,2025-09-20
I33192,-274,3.513578419E7,2025-10-23
I33629,-372,1.784207453E7,2025-10-28
I36244,1708,2.2647947562E8,2030-01-01
I37584,1878,4.256306824E7,2030-01-01
I41443,1726,1.9381235936E8,
I42610,-286,1.803320641E7,
I45557,863,1.1906933391E8,2030-01-01
I50698,1087,1.255635538E8,2030-01-01
I51471,-1678,1.1974731101E8,2030-01-01
I56417,1799,2.1028865882E8,2030-01-01
I57744,455,8915957.63,2030-01-01
I64978,1490,1.9172469643E8,
I65678,-681,2.552684928E7,2025-10-30
I68177,-764,4.400937346E7,2025-09-26
I68351,-1312,1.2218174821E8,2025-10-03
I70647,1232,1.7661005001E8,
I71733,1618,1.5258555239E8,
I82218,-678,2.888891232E7,2025-09-14
I82454,-1990,2.8211958714E8,2025-09-01
I83336,1669,1.8219725287E8,
I83745,1525,5.601125996E7,
I84292,-1724,6915124.46,2025-10-14
I85840,291,3.263699223E7,2030-01-01
I88217,256,1.560049923E7,
I88364,980,2.959516131E7,
I89983,713,9.460269059E7,
I91846,964,8.109672786E7,2030-01-01
I98109,711,2.233808307E7,
I102826,1871,1.2943328781E8,
I103561,-512,0.0,2025-09-08
I104883,1172,7.216029075E7,2030-01-01
I107663,1148,5.287150806E7,2030-01-01
I114052,728,2.198827095E7,2030-01-01
I114204,927,1.2246115928E8,
I118486,-1111,1.3834077698E8,
I120345,-1165,1.7204481673E8,2025-09-05
I124676,1582,5.054401793E7,
