item_id,units_sold,revenue,sale_date
I14947,698,9.741719731E7,2030-01-01
I22240,-943,7606209.8,2025-09-18
I15839,1140,6.791866517E7,
I17470,188,3216669.78,
I23027,-1818,9.97965783E7,
I25064,-567,1679897.79,2025-09-03
I31417,1448,1.9720353719E8,2030-01-01
I31946,1631,1.7069754834E8,2030-01-01
I37620,804,1.55075561E7,2030-01-01
I38036,314,3.671844731E7,
I38276,746,4.472684447E7,
I38914,1613,6.462124396E7,2030-01-01
I39691,-321,2.758324655E7,2025-10-18
I42260,1695,1.7356771328E8,
I49605,-1452,6.106907674E7,2025-09-09
I52868,-837,1.1227389409E8,2025-10-24
I54845,-1095,1.5668548068E8,2025-09-21
I55031,458,6.239909027E7,2030-01-01
I59559,-1443,2.0489943137E8,2025-10-03
I61600,-1766,3.581797789E7,2025-09-01
I61852,-648,7.321251451E7,2025-09-07
I63257,1855,2.5650053827E8,2030-01-01
I65426,340,4.921202702E7,2030-01-01
I68433,-1911,0.0,2025-10-11
I69107,904,3.596772184E7,
I73887,157,1.591823041E7,2030-01-01
I76112,-633,5.158920074E7,2025-10-11
I78872,889,6.049269413E7,2030-01-01
I80893,840,0.0,
I83090,1623,1.041036938E7,
I86676,-1645,1.6405707047E8,2025-10-16
I96888,1978,4.253125081E7,
I97444,-401,2.87900968E7,2025-10-18
I103422,149,1.405787624E7,2030-01-01
I108125,-76,5379244.77,2025-10-31
I114194,-1188,9.357377641E7,2025-10-16
I116176,-577,2039888.83,2025-09-06
I121164,1054,4517060.25,2030-01-01
I122556,1878,1.4052631835E8,
I125656,-743,9.827637206E7,2025-09-30
I19854,1659,8861973.16,2030-01-01
I10002,909,1.1955116291E8,
I13225,793,1.0461506159E8,
I24517,829,2.688466267E7,
I25703,1771,1.1171784466E8,2030-01-01
I27267,-551,1.734426483E7,2025-09-17
I29005,-1787,1.9853204933E8,2025-10-20
I34309,1457,1.1672004146E8,
I35735,1789,2.2555134193E8,2030-01-01
I35819,388,2.785912392E7,
I43603,-1016,3.174041646E7,2025-09-22
I44273,1103,1.5333147764E8,2030-01-01
I49157,-1354,3.88474359E7,2025-09-12
I50866,628,7.475701642E7,2030-01-01
I51086,549,2.734690809E7,
I51537,524,4.949990941E7,
I53496,62,6563448.12,
I56710,75,1944753.52,
I58414,630,2.502979438E7,2030-01-01
I61632,1283,1.7653930039E8,2030-01-01
I63619,1737,1.8169808521E8,2030-01-01
I66097,321,3.078047088E7,
I66744,-916,2296276.03,2025-10-17
I67697,1985,2.2310549545E8,2030-01-01
I74556,-1609,1.9305880789E8,2025-09-13
I81581,912,2239264.69,
I83982,1371,8.748410543E7,
I87061,1696,4.931976602E7,
I87186,-1623,5.863522584E7,2025-09-11
I96019,950,6.827229211E7,
I97676,-132,6702843.53,2025-09-06
I98006,-1943,1.5998300583E8,2025-10-17
I98138,1560,1.4230630139E8,2030-01-01
I99853,602,2.489689605E7,2030-01-01
I100243,215,2.854031615E7,2030-01-01
I102142,256,2.473575179E7,
I108995,1360,1.9185087326E8,
I111162,-1193,0.0,2025-10-30
I113020,1079,6.203026939E7,2030-01-01
I120677,459,5.397367413E7,2030-01-01
I123164,1652,2.2423096443E8,
I123839,-81,2774993.17,2025-09-19
I128107,999,1.2700752536E8,2030-01-01
I17620,-1999,1.0450750323E8,2025-09-25
I10500,1805,2.95758729E7,
I11053,1806,9.193418315E7,
I13241,-1632,8.355942717E7,
I24117,750,5.24243428E7,
I29115,-537,789788.8,2025-09-30
I33028,208,1188046.25,
I46665,1565,8.600798892E7,2030-01-01
I49470,172,2.438475137E7,
I50355,785,1.855509528E7,
I55303,433,3.712668647E7,
I55438,99,4983281.43,2030-01-01
I55496,958,3473751.6,2030-01-01
I58757,1070,4.300717504E7,2030-01-01
I62434,-847,7.30756977E7,2025-10-12
I66370,-1665,5.839398373E7,2025-09-10
I66530,653,7.907416423E7,
I67640,1377,8.567529298E7,
I69097,1907,2.3826164662E8,
I69870,1973,2.527424527E7,
I72604,432,2.191256644E7,2030-01-01
I77925,-467,3.988578932E7,2025-10-15
I92538,1126,1.6795150572E8,2030-01-01
I96029,1505,1.1671131356E8,2030-01-01
I96569,-1445,1.6757878474E8,2025-09-25
I103356,1064,1.168941606E8,2030-01-01
I104651,1747,2.2333742461E8,
I108291,-1484,2.138167049E8,2025-10-30
I110295,1986,5.951412425E7,
I110921,-985,9.135056971E7,2025-10-31
I117859,-1426,6.974901102E7,2025-10-08
I120162,641,9.537373839E7,
I126136,-1902,1.7182534782E8,2025-09-28
I126443,203,1.308867695E7,
I15347,1427,9.25121677E7,2030-01-01
I16794,1632,2.3670944039E8,2030-01-01
I15188,1893,2.7028325994E8,
I23427,187,2.539461263E7,
I24267,503,4.158759019E7,2030-01-01
I30394,1568,2.1917253336E8,
I42622,-1187,8.971457122E7,2025-09-13
I49133,676,6.290191855E7,2030-01-01
I49686,468,4.344676905E7,2030-01-01
I50384,-1194,7.530181422E7,2025-09-09
I53845,-973,1.927742161E7,2025-09-08
I53971,347,2.7923928E7,
I59257,-912,6.021003818E7,2025-10-18
I62331,100,6289839.71,2030-01-01
I64249,1426,1.690030378E8,
I66414,1850,2.07738173E7,2030-01-01
I70489,1986,1.5944718062E8,2030-01-01
I73298,1354,1.1881724896E8,
I75677,1719,1.019552337E7,
I75695,-1216,6.369600199E7,2025-09-29
I77523,-816,8.588075118E7,2025-10-06
I77902,78,9802958.88,
I78687,-547,2.71297323E7,2025-10-28
I78876,412,8918024.99,2030-01-01
I78958,166,8021076.51,2030-01-01
