item_id,units_sold,revenue,sale_date
,107,1.227711612E7,2025-09-20
I15521,94,1.268210391E7,
I25576,1516,2.2320716252E8,2030-01-01
I26997,-898,1.2523833792E8,2025-10-18
I27742,63,4408629.65,2030-01-01
I29961,463,1.105847708E7,2030-01-01
I31963,814,6.349648904E7,
I32923,-1248,1.1758940417E8,2025-09-14
I34263,1297,1.2293693215E8,
I39189,1565,1.8995319171E8,
I46858,1441,1.1536250141E8,2030-01-01
I50589,-1178,1.143217293E8,2025-09-22
I53356,-1753,4.989425236E7,2025-10-22
I58384,-450,5.266925859E7,2025-10-06
I60822,926,2.212761912E7,
I64690,1178,9972436.7,
I67995,1326,1.2030012529E8,
I76716,-675,5.441589152E7,
I76942,1222,3.057802997E7,
I77815,730,2.370565837E7,2030-01-01
I79681,587,3.309622795E7,
I84220,162,2.157499303E7,2030-01-01
I85307,321,1.954316919E7,2030-01-01
I86956,1508,2.1741705909E8,
I90525,-62,2042100.38,2025-09-06
I90600,838,9.443174306E7,
I101000,340,4.023771196E7,
I101805,1885,1.5699842656E8,
I102921,1731,1.5876926786E8,2030-01-01
I103449,1307,4.430415586E7,2030-01-01
I106032,784,7.789924988E7,
I117500,488,1860896.22,2030-01-01
I119922,528,5.464863707E7,2030-01-01
I120514,1016,1.034724855E8,2030-01-01
I121910,1066,3.926848762E7,2030-01-01
I122622,-1889,1.9722367574E8,2025-10-16
I124736,663,3.387585367E7,2030-01-01
I13140,-478,1.374761596E7,2025-09-24
I20780,471,1.246910727E7,2030-01-01
I22117,-293,3.379780235E7,2025-09-09
I11640,195,0.0,
I24510,1450,1.3297405754E8,2030-01-01
I25165,72,8454738.81,
I27510,-1575,1.4677237714E8,2025-09-16
I27735,1785,1.3022041965E8,
I32376,721,3.982684445E7,2030-01-01
I33319,-1405,5.11955333E7,2025-09-06
I35421,918,2205804.22,
I35792,1163,6.004515519E7,
I40820,978,5.685780682E7,2030-01-01
I44754,-1810,1.003267569E8,2025-09-21
I45982,937,1.1899358569E8,
I50803,484,4.020323732E7,
I51796,1235,1.6054938784E8,
I53728,1429,8.28850605E7,2030-01-01
I55969,-609,0.0,2025-10-23
I64134,673,5.223467736E7,
I65734,-1881,8.89916114E7,2025-09-24
I69933,107,6895566.6,
I72105,-361,4.228451324E7,2025-10-29
I83315,-997,1.4334267133E8,2025-10-18
I88401,884,7247276.66,2030-01-01
I89442,-398,3.026127952E7,2025-10-18
