item_id,units_sold,revenue,sale_date
I10071,622,5.250252148E7,2030-01-01
I10236,168,3737250.55,
I10420,1337,5.595246287E7,
I20000,997,1.3323780393E8,
I25677,1342,1.0783499228E8,
I28896,1272,1.6454638114E8,2030-01-01
I43368,-882,1.0317846088E8,2025-09-26
I46805,1676,8.193142961E7,
I47138,1521,8.130420849E7,
I53439,-430,3.884053328E7,2025-09-11
I58391,278,2.047360624E7,
I58992,1822,2.5608995658E8,2030-01-01
I60027,-410,3.457742938E7,2025-09-08
I65106,-1880,1.5811320341E8,2025-10-16
I72609,1362,9.996809307E7,2030-01-01
I80816,-1363,2.065795969E7,2025-09-01
I83175,1266,1.142381992E8,
I87417,-553,7.235876327E7,2025-10-25
I90403,1949,1.77709962E7,
I93946,150,1245110.17,2030-01-01
I94708,1780,2.2573943788E8,2030-01-01
I95421,1809,8.277555361E7,
I95692,1963,4.622150302E7,
I95985,632,5.665987355E7,
I96051,740,9.48425793E7,
I99101,648,7934389.55,
I99411,1197,3.942844929E7,
I101287,-960,3.861649784E7,2025-10-11
I107471,1207,8.773832651E7,
I107714,939,1.3103888563E8,2030-01-01
I110103,1242,3.185817119E7,2030-01-01
I110986,-1527,1.6311732475E8,2025-09-04
I112034,1174,1.116225867E8,
I117953,1907,1.5925910908E8,2030-01-01
I123104,1007,9530852.38,
I125198,-1407,9.424032976E7,2025-09-20
I125225,-1242,6.403405286E7,2025-09-27
I22923,1035,3.592777784E7,2030-01-01
I27387,990,1.2263517216E8,2030-01-01
I28341,1799,1.1700648136E8,
I29265,1997,4.870679828E7,2030-01-01
I31505,1498,8.48042223E7,2030-01-01
I31563,1028,1.2292113929E8,2030-01-01
I31738,-174,2.061969831E7,2025-10-07
I32739,657,7.311693419E7,2030-01-01
I32834,-1818,2.1384474032E8,2025-10-30
I36001,1551,6.95143284E7,2030-01-01
I46532,836,7.424884891E7,
I47964,1443,0.0,
I50003,302,3.658512247E7,
I61070,1202,1.4000701558E8,
I63793,158,3556118.67,
I69485,1601,1.3977183393E8,2030-01-01
I80223,1709,2.1942092791E8,2030-01-01
I91971,374,4.476509326E7,
I95653,-1193,3.228715842E7,2025-10-02
I98699,-1254,1.0505376859E8,2025-09-01
I107507,-910,6.878133403E7,2025-10-03
I108090,771,0.0,2030-01-01
I109655,340,2.071978893E7,2030-01-01
I110745,1480,1.9461038055E8,2030-01-01
I117149,-72,557642.18,2025-09-23
I118184,1031,7.645203309E7,2030-01-01
I121645,-1974,2.4411728235E8,2025-10-21
I126265,996,1.748521781E7,2030-01-01
I128163,631,3.863815591E7,
I15322,1467,0.0,2030-01-01
I10796,278,3.015718989E7,
I30322,1356,8.321683626E7,
I33308,-680,9198111.93,2025-10-26
I36187,-1958,1.9424369458E8,2025-10-07
I38441,1364,1.729735555E7,2030-01-01
I40314,-1027,1.2080284347E8,2025-10-16
I47218,1242,2.438573912E7,
I49060,1108,6.698421797E7,2030-01-01
I53775,719,6.636891789E7,2030-01-01
I54622,955,5.627415135E7,2030-01-01
I55238,1731,1.3301227639E8,
I57471,-1032,7.684611814E7,2030-01-01
I59143,1509,1.4222919098E8,2030-01-01
I59452,1764,1.3827495999E8,2030-01-01
I60391,263,3.403476804E7,2030-01-01
I60552,1572,1.4060732375E8,2030-01-01
I61453,-1128,1.087989445E8,2025-10-12
I61801,-529,1884834.86,2025-10-30
I61904,1550,7.402672163E7,2030-01-01
I67498,-157,1.782639745E7,2025-10-24
I72858,263,3704814.45,
I85722,-723,1.374548049E7,2025-10-19
I88448,-1736,1.8053063304E8,
I89124,-1783,2.2470685388E8,2025-09-04
I89215,725,5460012.36,
I91966,-812,4.894629037E7,2025-10-14
I97215,1374,4.403715258E7,
I99090,-804,6.158943011E7,2025-09-23
I104186,1281,5.09900883E7,
I107347,-512,5.910419186E7,2025-09-04
I108890,-1755,2.503860881E7,2025-09-02
I114219,713,3.21086481E7,2030-01-01
I114999,1674,5.757232935E7,2030-01-01
I120111,-1087,9.02163337E7,2025-09-13
I127323,1791,1.0827446695E8,2030-01-01
I29344,-61,1204906.09,2025-09-25
I30239,-1797,8.734283619E7,2030-01-01
I33108,1410,6.800965247E7,
I33205,417,5.235237597E7,2030-01-01
I34967,-1124,1.820317565E7,2025-10-16
I38820,821,1.0416285244E8,
I40356,-718,8.804763494E7,2025-10-12
I40777,740,9.550418242E7,2030-01-01
I42603,552,3.949362616E7,2030-01-01
I43803,-279,1.953856159E7,2025-10-05
I45850,772,5.535412241E7,
I50845,-901,1.2358405687E8,2025-10-09
I65396,1684,1.4946672234E8,2030-01-01
I65872,107,1.536451264E7,
I69048,622,3.280043172E7,2030-01-01
I72705,-1396,3.938634993E7,2025-09-04
I73200,1815,1.4207740953E8,2030-01-01
I73871,839,7.440721188E7,2030-01-01
I74003,-1493,1.7101484505E8,2025-10-05
I78730,477,6.855083566E7,
I80671,227,1.63223162E7,
I82229,1634,4.193864262E7,2030-01-01
I86964,-1959,1.8064620654E8,2025-09-09
I93177,114,2961877.1,
I95839,56,6441425.77,
I97291,-611,5.224996187E7,2025-10-27
I118440,346,1.154246477E7,
I120341,-473,6402173.77,2025-09-22
I10976,1598,2.1649687993E8,2030-01-01
I12177,-1219,1.230668354E8,2025-10-14
I19438,1823,4.648883161E7,2030-01-01
I25873,1136,4041390.87,
I29325,-1453,1.900135923E8,2025-09-27
I39541,1630,1.1731468097E8,2030-01-01
I39983,1285,1.4871549767E8,2030-01-01
I43694,1762,1.7315159004E8,2030-01-01
I43993,-1272,1.6699504006E8,2025-10-29
I44613,74,1.007241834E7,
I47403,422,3.946775186E7,2030-01-01
I50798,740,1.079840099E7,
I60024,846,7654849.91,2030-01-01
I60842,1278,1.720838296E8,2030-01-01
I66429,1754,3.197155142E7,2030-01-01
I72203,826,1.0062620879E8,2030-01-01
I77928,370,4.145889079E7,2030-01-01
I83576,242,1.984852614E7,
I84158,1855,9.180568387E7,
I85146,-1026,1.0547443461E8,2025-09-08
I87939,426,1.611964071E7,
I92166,200,1.250691159E7,
I93083,1492,1.1815684749E8,
I93462,1709,8.126476126E7,
I96729,1675,2.3326412688E8,2030-01-01
I98615,1377,1.8311032397E8,
I106156,-1751,1.7639383294E8,2025-10-04
I112741,-1104,4.889216682E7,2025-09-27
I113224,-130,267672.15,2025-09-25
I116417,1327,9330146.47,2030-01-01
I118850,718,9.695759996E7,2030-01-01
I123021,1692,1.7491136103E8,
I123320,-703,9.661868549E7,2025-10-04
I123748,1928,1.9013886363E8,2030-01-01
I126095,1283,1.6812786948E8,
I127103,1108,1.550691994E8,2030-01-01
I127723,785,7256974.24,
I10934,-1860,7.600825272E7,2025-09-20
I32024,1177,9.006125731E7,2030-01-01
I36402,-1116,6.763223642E7,2025-10-09
I40219,1347,3.373500464E7,2030-01-01
I41792,1436,1.7225091264E8,2030-01-01
I43149,-470,5627024.07,2025-10-24
I46199,186,5161752.86,
I49570,1365,1.540275889E7,2030-01-01
I62627,125,2731876.75,2030-01-01
I67409,-750,4.498369935E7,2025-10-31
I67665,233,1.40042833E7,
I69939,1646,1.7974006303E8,2030-01-01
I70750,300,4848485.73,
I70894,382,1452568.75,
I78852,1837,1.2288757584E8,2030-01-01
I85981,937,3.026444633E7,2030-01-01
