item_id,units_sold,revenue,sale_date
I12836,-84,6341456.62,2025-09-14
I13197,-1068,6.675446317E7,2025-10-16
I19168,1532,6.88766178E7,2030-01-01
I13974,832,3.702738881E7,
I14602,718,8.256091537E7,
I22156,875,6.175313904E7,
I23499,-885,9.806550448E7,2025-09-13
I24268,1313,9.442100643E7,2030-01-01
I35821,1016,1.0393438671E8,
I39851,1845,2.1840529065E8,2030-01-01
I47314,1152,2.953515131E7,2030-01-01
I47873,-1983,9.150600059E7,2025-10-26
I49039,500,2.330305751E7,
I50772,269,1.171198304E7,2030-01-01
I60462,1178,1.5458474352E8,
I61621,-662,6.389450099E7,2025-09-04
I68014,1360,9.539668858E7,2030-01-01
I69730,445,2678878.88,2030-01-01
I76175,1998,3.452105328E7,2030-01-01
I79643,-320,2.824349011E7,2025-10-16
I81867,1038,6.155226672E7,2030-01-01
I82865,462,5552957.65,
I98147,1887,1.9314366192E8,
I99147,284,753525.18,
I100085,-1187,1.1671271087E8,2025-10-31
I101829,338,1.048106573E7,2030-01-01
I103420,1272,8.138794005E7,2030-01-01
I103548,1476,2.620676726E7,
I107938,1392,5.119931373E7,2030-01-01
I111711,1596,5.765082767E7,
I115067,1728,8.376215762E7,
I116941,1437,1.3544841476E8,
I118138,146,1.549758831E7,2030-01-01
I118562,1665,2.4550536063E8,
I120740,1574,1.3190788403E8,
I121450,1857,2.4784850251E8,2030-01-01
I123720,-382,3.641391498E7,2025-09-30
I125523,-1609,7.683835911E7,2025-09-21
I11936,-689,946419.14,2025-10-03
I20368,1841,3.904756405E7,2030-01-01
I18672,-951,5.149847987E7,
I21210,-1554,2.302932766E8,
I21807,52,1651083.82,
I22668,-958,1.0511964798E8,2025-09-03
I22713,-1107,7399763.72,2025-10-14
I25659,377,1.437115915E7,
I28825,1657,2.177395039E8,
I30982,1680,1.1812102021E8,2030-01-01
I34878,407,5.093917337E7,
I42185,-1274,1.03779368E7,2025-10-18
I42997,213,1282577.31,
I51275,681,1.815646681E7,2030-01-01
I51514,1519,1.0026195792E8,
I57445,-350,5.198245347E7,2025-09-19
I66334,734,6.512453582E7,2030-01-01
I68154,517,4.435149288E7,2030-01-01
I69363,1600,3.412698088E7,
I75117,1396,1.6280266284E8,2030-01-01
I75643,-697,3.204811939E7,2025-10-30
I87544,1287,2.578504224E7,
I91765,684,5.391231964E7,
I97803,-591,6.587663736E7,2025-10-26
I99878,123,0.0,
I104557,1294,9.756414259E7,
I107366,2000,1.6342668905E8,
I111697,906,3.584677434E7,
I116549,-1647,1.6723359165E8,2025-10-08
I122616,362,1.093063936E7,2030-01-01
I19366,-143,1.638083281E7,2025-10-28
I25616,1465,1.3791094411E8,2030-01-01
I29126,-289,2.854393615E7,2025-09-05
I29681,375,3.159415714E7,2030-01-01
I30118,336,8549999.0,2030-01-01
I30480,1537,2.158007542E7,
I36272,1629,5.409258703E7,
I36955,946,4.727844345E7,
I37870,1603,1.0641776913E8,2030-01-01
