item_id,units_sold,revenue,sale_date
I19400,-134,1.821283347E7,2025-10-16
I21766,191,3766057.48,2030-01-01
I12634,1673,3.105070834E7,
I13804,1507,1.6990698332E8,
I22875,1013,3.828423557E7,2030-01-01
I25607,-1858,1.1431437744E8,2025-10-06
I27182,861,1.2489479303E8,2030-01-01
I28638,248,2.271071245E7,2030-01-01
I29732,996,7.866472791E7,2030-01-01
I34892,1123,5.758477513E7,2030-01-01
I36191,367,1.435541828E7,2030-01-01
I43655,1284,1.0976361765E8,2030-01-01
I50422,980,1712309.81,2030-01-01
I61257,1112,1.2551031664E8,
I61662,-51,6839005.63,2025-09-18
I62619,-1890,8.791056665E7,2025-10-15
I70671,196,4780487.46,
I74527,-623,2.995665115E7,2025-09-02
I74961,202,1.829221921E7,2030-01-01
I95715,-505,6.164107113E7,2025-09-09
I97776,-545,0.0,2025-10-06
I104213,-488,3.247014394E7,2025-09-01
I104676,1370,1.5856043273E8,2030-01-01
I105173,1997,2.5948488349E8,2030-01-01
I106401,-1173,1.1672582654E8,2025-10-06
I111969,-646,4.406668024E7,2025-10-09
I115952,851,2.109200769E7,2030-01-01
I118313,50,3621284.69,
I122586,-719,7.514089664E7,2025-09-30
I125421,278,9218376.2,2030-01-01
I12581,-987,4.78001756E7,2025-09-13
I17898,-1900,1.6168552789E8,2025-10-23
I16509,1037,1.3372734866E8,
I23699,-915,6.033049849E7,2025-09-18
I25889,999,0.0,
I28326,-1972,1.839203102E7,2025-09-14
I31018,751,2.367699935E7,2030-01-01
I31375,-784,9.737037391E7,2025-10-08
I34577,999,1.02067805E8,2030-01-01
I41047,785,1.0442379606E8,
I41631,1498,1.542315291E8,
I49986,1591,7.289629783E7,2030-01-01
I53288,906,2.475996971E7,
I55462,393,8357429.24,2030-01-01
I55852,-1667,1.6124144097E8,2025-09-06
I61199,-682,8.596841084E7,2025-09-12
I61827,1372,1685484.04,2030-01-01
I62824,1794,6.896869809E7,
I69408,1663,9.962459219E7,2030-01-01
I87118,1930,1.1922186011E8,2030-01-01
I91890,-274,3.818078337E7,2025-10-01
I97926,1395,1.7606806979E8,
I99539,437,5.594848364E7,2030-01-01
I101149,1784,2.5461724922E8,2030-01-01
I107187,1167,2.349678344E7,
I111021,-1041,1.2335395748E8,2025-09-29
I111055,-393,1093071.89,2025-10-01
I112765,1718,2.552434885E7,
I115009,1774,1.003837687E7,2030-01-01
I118733,96,1.29861658E7,2030-01-01
I121321,-57,2986227.75,2025-09-02
I121998,1529,0.0,
I124763,-312,3.775048522E7,2025-10-05
I12692,-1592,1.6123933784E8,2025-10-21
I27007,1657,1.6057476457E8,
I28181,1019,1.1504413584E8,
I28961,224,3.199289193E7,2030-01-01
I31615,-806,6.224863501E7,2025-10-04
I32627,515,6.530253715E7,2030-01-01
I42778,807,8.257551109E7,
I43329,977,5.619593871E7,2030-01-01
I45956,-524,6.447532036E7,2025-09-17
I49346,-997,3.010187917E7,2025-10-18
I51253,-1101,1.596218333E8,2025-09-12
I51586,547,1.258524457E7,
I56976,604,6.655664685E7,2030-01-01
I57559,1983,2.7406154426E8,2030-01-01
I58565,-422,0.0,2025-10-02
I64056,1944,2.1574861671E8,2030-01-01
I70979,1854,8.658880237E7,2030-01-01
I78720,375,5.561488319E7,
I78955,-415,4.441026363E7,2025-09-16
I81604,1498,1.2268659729E8,
I84948,294,4.281656129E7,2030-01-01
I90056,1431,2.206581829E7,
I93862,534,1.252370166E7,
I99811,1680,1.7796708699E8,2030-01-01
I101014,1538,1.8071329281E8,
I101998,-1360,1.1265991518E8,2025-09-26
I103093,-580,1.63911056E7,2025-10-18
I108899,-1622,3.458119896E7,2025-09-05
I109395,850,1.2550048608E8,
I117270,309,2.953783576E7,
I118801,1922,9.995599941E7,2030-01-01
I121617,1397,2.0648094297E8,2030-01-01
I124981,1577,1.5505699948E8,
I127432,-1020,9538712.69,2025-10-17
I127468,-1321,1.6428933496E8,2025-09-17
I127739,1821,1.4060135411E8,2030-01-01
I12619,-1708,2.0624072593E8,2025-09-19
I16286,1963,2.884770739E8,2030-01-01
I18467,-1250,1.2205798702E8,2025-10-31
I22331,-1671,2.1126458749E8,2025-10-07
,457,3.811941912E7,2025-10-26
I16653,1080,5.15498115E7,
I23813,-813,9.471977042E7,2025-09-11
I25321,171,3942304.87,2030-01-01
I25792,830,2.642338123E7,
I26394,-801,4.724596542E7,2025-10-29
I29377,-544,6373990.17,2025-10-12
I39623,983,4.682213334E7,2030-01-01
I39839,624,2.776317805E7,
I41703,267,4647927.98,2030-01-01
I43910,-1844,1.2825867496E8,2030-01-01
I50440,1325,1.422952683E8,2030-01-01
I55441,1351,1.9495913085E8,
I56252,-1012,1.2203659442E8,2025-09-07
I59394,1959,1.2249535651E8,2030-01-01
I63862,1255,1.3308502065E8,
I65933,516,0.0,
I68093,-906,8.389481471E7,2025-10-01
I69978,1559,3602085.45,
I72564,-239,1.091554326E7,2025-09-06
I73432,568,4.662102381E7,2030-01-01
I76430,1568,8.516288308E7,2030-01-01
I77295,-1763,2.3192426796E8,2025-09-13
I80304,1243,4.476984648E7,
I81449,1947,2.0106501943E8,
I81636,1761,1.2563947542E8,2030-01-01
I86152,-1412,1.654366814E8,2025-10-08
I88878,1307,7.204405981E7,
I89310,1319,1.4724898001E8,
I96419,774,1.1442299887E8,2030-01-01
I105466,1632,1.5381137126E8,
I119391,-1606,1751125.62,2025-09-03
I14777,-1391,8.676500901E7,2025-10-12
I12246,1013,1.3228546356E8,
I13972,1179,2.835065486E7,
I15088,389,4.566667378E7,
I21783,1266,6.023542082E7,
I26985,73,1.067315909E7,
I31662,1046,1.1240954072E8,2030-01-01
I34000,-273,8697097.32,2025-10-25
I39808,-1072,1.5846234909E8,2025-10-13
I46452,-1773,2.2074087525E8,2025-09-18
I48846,935,5594262.28,2030-01-01
I51147,1176,1.1471839559E8,
I51811,-507,2.945324445E7,2030-01-01
I56090,1590,7.436221157E7,
I57853,-616,2.39639096E7,2025-09-02
I60104,-478,1.223013496E7,2025-10-12
I60118,232,1.887296769E7,2030-01-01
I60653,562,3.69231288E7,2030-01-01
I63365,1489,0.0,
I66074,-524,2478406.76,2025-09-12
I70997,-960,4.348181882E7,2025-10-25
I79732,1533,8.320766444E7,2030-01-01
I82928,416,5.440090051E7,
I87583,544,5.544843278E7,2030-01-01
I88312,-1239,1.986539754E7,2025-10-13
I91327,850,7.404370545E7,2030-01-01
I95141,1664,1.4280175524E8,
I100517,1642,1.4270038835E8,2030-01-01
I103166,1269,8220109.25,2030-01-01
I103370,1746,2.0651410229E8,
I105282,106,5269577.17,
I109185,577,8.404267044E7,
I112203,1925,1.0350492322E8,2030-01-01
I114133,484,5.593723503E7,
I117611,-1336,6.081089832E7,2025-09-19
I123067,1854,1.0172439163E8,2030-01-01
I125599,529,2.392292891E7,2030-01-01
I25242,1909,1.8899392362E8,2030-01-01
I26907,50,966904.99,
I30289,1691,2.2261511531E8,
I32492,1258,7.472416984E7,2030-01-01
I32633,-968,1.2677638892E8,2025-09-26
